Time Of Stop,Location,Belts,Personal Injury,Property Damage,Fatal,Commercial License,Commercial Vehicle,Alcohol,State,VehicleType,Make,Model,Color,Violation Type,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type
17,19700 FISHER AVE,No,Yes,No,No,No,No,No,MD,02 - Automobile,HOND,ACCORD,SILVER,Citation,Transportation Article,Yes,WHITE,M,DICKERSON,MD,XX,A - Marked Patrol
19,VEIRS MILL RD @ ARDENNES AVE,No,No,Yes,No,No,No,No,VA,02 - Automobile,TOYT,COROLLA,BEIGE,Citation,Transportation Article,Yes,WHITE,M,FALLS CHURCH,VA,VA,A - Marked Patrol
2,11219 GRANDVIEW AVE,No,No,No,No,No,No,No,DC,02 - Automobile,CHEVROLET,TRAIL BLAZER,SILVER,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
14,OLD GEORGETOWN RD @ CHESHIRE DRIVE,No,No,No,No,No,No,No,WV,02 - Automobile,BUICK,ENCLAVE  SUV,RED,Citation,Transportation Article,Yes,WHITE,F,SALEM,WV,WV,A - Marked Patrol
22,GEORGIA AVE/FOREST GLEN RD,No,Yes,No,No,No,No,No,MD,02 - Automobile,CHEVY,CRUZ,BLACK,Citation,Transportation Article,Yes,BLACK,M,CLINTON,MD,MD,A - Marked Patrol
4,MVA  /  CLUBHOUSE RD,No,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLUE,Citation,Transportation Article,Yes,HISPANIC,M,GAITHERSBURG,MD,XX,A - Marked Patrol
9,E GUDE DR @ CRABBS BRANCH WAY,No,No,Yes,No,No,No,No,MD,02 - Automobile,LEXUS,ES300,GREEN,Citation,Transportation Article,Yes,ASIAN,M,POTOMAC,MD,MD,A - Marked Patrol
13,PARKING LOT OF 7224 MUNCASTER MILL RD,No,No,Yes,No,No,No,No,MD,02 - Automobile,HYUN,TK,BLACK,Citation,Transportation Article,Yes,WHITE,F,DERWOOD,MD,MD,A - Marked Patrol
18,RIDGE ROAD AT HOFFMAN DRIVE,No,Yes,No,No,No,No,No,MD,02 - Automobile,TOYOTA,RAV4,GRAY,Citation,Transportation Article,Yes,WHITE,M,CLARKSBURG,MD,MD,B - Unmarked Patrol
22,BEL PRE RD / PEAR TREE LA,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ODYSSEY,GRAY,Citation,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
19,9812 FALLS RD,No,Yes,No,No,No,No,No,MD,01 - Motorcycle,PIAGGIO,VESPA,YELLOW,Citation,Transportation Article,Yes,WHITE,F,CHEVY CHASE,MD,MD,A - Marked Patrol
8,TOWER OAKS BLVD @ MONTROSE RD,No,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,4S,SILVER,Citation,Transportation Article,Yes,WHITE,F,WOODBRIDGE,VA,VA,A - Marked Patrol
12,GERMANTOWN RD & MILLENNIUM CT,No,Yes,No,No,No,No,No,WV,02 - Automobile,MAZDA,M3,RED,Citation,Transportation Article,Yes,WHITE,F,FALLING WATERS,WV,WV,A - Marked Patrol
14,11221 NEW HAMPSHIRE AVE,No,No,No,No,No,No,No,DC,02 - Automobile,MERC,4D,PURPLE,Citation,Transportation Article,Yes,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
3,"300 BLOCK OF W. SIDE DRIVE GAITH, MD",No,No,No,No,Yes,No,No,MD,02 - Automobile,MAZDA,TK,"BLUE, DARK",Citation,Transportation Article,Yes,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol
11,PINEY MEETING HOUSE RD @ PINEY GLEN LA,No,Yes,No,No,No,No,No,MD,02 - Automobile,BENTLY,FLYING,BLACK,Citation,Transportation Article,Yes,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol
12,8710 CAMERON STREET,No,No,Yes,No,No,No,No,MD,02 - Automobile,NISS,TK,"BLUE, LIGHT",Citation,Transportation Article,Yes,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
21,101111 SUTHERLAND RD,No,No,No,No,No,No,No,MD,02 - Automobile,AUDI,A5,SILVER,Citation,Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
13,801 ELLSWORTH AVE PARKING GARAGE 2ND FLR,No,No,Yes,No,No,No,No,MD,02 - Automobile,TOYOTA,CAMRY,WHITE,Citation,Transportation Article,Yes,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol
0,NEW HAMPSHIRE AVE/ ADELPHI RD,No,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Citation,Transportation Article,Yes,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
22,SPARTAN ROAD @ OLNEY SANDY SPRING ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,CHEVY,VENTURE,SILVER,Warning,Transportation Article,Yes,WHITE,F,ASHTON,MD,MD,A - Marked Patrol
22,GEORGIA  AVE @DENNIS AVE,No,No,No,No,No,No,No,MD,02 - Automobile,SUZUKI,XL7,RED,Citation,Transportation Article,Yes,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
11,355 AT BATTERY,No,No,Yes,No,No,No,No,VA,02 - Automobile,FORD,MUSTANG,WHITE,Citation,Transportation Article,Yes,WHITE,F,ALEXANDRIA,VA,VA,A - Marked Patrol
5,2804 MUNSON ST,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,SILVER,Citation,Transportation Article,Yes,WHITE,M,BURTONSVILLE,MD,MD,A - Marked Patrol
18,OLD GEORGETOWN RD / JARVIS LA,Yes,No,Yes,No,No,No,No,VA,02 - Automobile,TOYOTA,COROLLA,BEIGE,Citation,Transportation Article,Yes,BLACK,F,ARLINGTON,VA,VA,A - Marked Patrol
20,FISHER AVE/CATTAIL RD,No,Yes,No,No,No,No,No,MD,02 - Automobile,TOYT,SCION TC,GRAY,Citation,Transportation Article,Yes,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol
20,GREAT SENECA/MUDDY BRANCH,No,No,No,No,No,No,No,MD,02 - Automobile,SUBARU,FORESTER,"GREEN, LGT",Citation,Transportation Article,Yes,ASIAN,F,GERMANTOWN,MD,MD,A - Marked Patrol
17,FATHER HURLEY/WATERS LANDING,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,FOCUS,SILVER,Citation,Transportation Article,Yes,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
1,CONNECTICUT AVE AT KENSINGTON PKW,No,Yes,No,No,No,No,No,VA,02 - Automobile,TOYOTA,SCION FRS,WHITE,Citation,Transportation Article,Yes,HISPANIC,M,ANNANDALE,VA,VA,A - Marked Patrol
10,NORTHBOUND RIVER RD AT DORSET AVE,Yes,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,MAXIMA,WHITE,Citation,Transportation Article,Yes,WHITE,M,CHEVY CHASE,MD,MD,A - Marked Patrol
12,BRINK RD EB/ WOODFIELD RD SB,Yes,No,No,No,No,No,No,MD,02 - Automobile,HYUNDAI,ELANTRA,SILVER,Citation,Transportation Article,Yes,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol
0,NEW HAMPSHIRE AVE @ BONIFANT ROAD,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHEVY,SILVERADO,WHITE,Warning,Transportation Article,Yes,BLACK,M,UPPER MARLBORO,MD,MD,A - Marked Patrol
15,10335 OLD GEORGETOWN RD,No,Yes,No,No,Yes,No,No,MD,06 - Heavy Duty Truck,PETE,DS TRUCK,GREEN,Citation,Transportation Article,Yes,WHITE,M,POOLESVILLE,MD,MD,A - Marked Patrol
3,BRANDERMILL DR @ LEDBURY WAY,No,No,Yes,No,No,No,No,MD,02 - Automobile,GMC,YUKON XL,TAN,Citation,Transportation Article,Yes,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
4,9029 GREEN RUN WAY,No,No,Yes,No,No,No,No,MD,02 - Automobile,CADI,TK,BLACK,Citation,Transportation Article,Yes,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol
12,MUNCASTER MILL RD @ REDLAND RD,No,No,Yes,No,No,No,No,MD,02 - Automobile,TOYOTA,2S,RED,Citation,Transportation Article,Yes,WHITE,M,BALTIMORE,MD,MD,A - Marked Patrol
16,OLD GEORGETOWN @ TUCKERMAN LANE,No,Yes,No,No,No,No,No,MD,02 - Automobile,JEEP,SUV,GREEN,Citation,Transportation Article,Yes,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol
21,GEORGIA AVE / RANDOLPH RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,VN,BLUE,Citation,Transportation Article,Yes,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol
16,316 KENTLANDS BLVD,No,No,Yes,No,No,No,No,MD,02 - Automobile,HOND,ACCORD,WHITE,Citation,Transportation Article,Yes,ASIAN,F,GAITHERSBURG,MD,MD,A - Marked Patrol
15,PRICE AVE ON N/B GEORGIA AVE,No,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,VAN,SILVER,Citation,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
20,VEIRS MILL/ GRIDLEY,No,No,No,No,No,No,No,MD,02 - Automobile,CHEVE,BLAZER,GOLD,Citation,Transportation Article,Yes,WHITE,F,SILVER SRING,MD,MD,A - Marked Patrol
21,8600 TERRACE GARDEN WAY,No,Yes,No,No,No,No,No,MD,02 - Automobile,JEEP,CHEROKEE,BLACK,Citation,Transportation Article,Yes,WHITE,F,NORTH BETHESDA,MD,MD,A - Marked Patrol
1,11530 ROCKVILLE PIKE,No,Yes,No,No,No,No,Yes,VA,02 - Automobile,OLDSMOBILE,4 DOOR,TAN,Citation,Transportation Article,Yes,BLACK,F,CHANTILLY,VA,VA,L - Motorcycle
0,9615 BRADDOCK RD,No,No,Yes,No,Yes,No,No,MD,02 - Automobile,CHEVROLET,4S,N/A,Citation,Transportation Article,Yes,WHITE,M,COLLEGE PARK,MD,MD,A - Marked Patrol
2,FALLS RD / BRICKYARD RD,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,CHEVY,EQUINOX,BLACK,Citation,Transportation Article,Yes,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol
14,CONNECTICUT AVE/BEACH DR,No,Yes,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Citation,Transportation Article,Yes,HISPANIC,F,OXON HILL,MD,MD,A - Marked Patrol
10,GEORGIA AVE @ WAYNE AVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,4S,SILVER,Citation,Transportation Article,Yes,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol
12,GOODHILL RD / GREENLY ST,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
2,ASPEN HILL RD/PARKLAND DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,COROLLA,GOLD,Citation,Transportation Article,Yes,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol
18,E DIAMOND AVE @ CHESTNUT ST,No,Yes,No,No,No,No,No,MD,02 - Automobile,ACUR,4S,GREEN,Citation,Transportation Article,Yes,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol
16,IFO 9510 GEORGIA AVE,Yes,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,CRV,BLUE,Citation,Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,TX,A - Marked Patrol
19,OLD GEORGETOWN RD AT 495,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,MUSTANG,WHITE,Citation,Transportation Article,Yes,WHITE,M,POTOMAC,MD,NJ,A - Marked Patrol
1,WISCONSIN AVE @ WOODMONT AVE,No,No,Yes,No,No,No,No,MD,02 - Automobile,MERCURY,4S,WHITE,Citation,Transportation Article,Yes,WHITE,F,URBANA,MD,MD,A - Marked Patrol
14,SB GEORGIA AVE (HOME DEPOT ENTRANCE),No,No,No,No,No,No,No,DC,01 - Motorcycle,MAZDA,3,SILVER,Citation,Transportation Article,Yes,WHITE,M,DC,DC,DC,A - Marked Patrol
19,VEIRS MILL RD @ NORRIS DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,BMW,3 SERIES,BLACK,Citation,Transportation Article,Yes,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol
17,11502 ELKIN ST,No,No,No,No,No,No,No,MD,02 - Automobile,CHEVROLET,VAN,MAROON,Citation,Transportation Article,Yes,HISPANIC,F,WHEATON,MD,XX,A - Marked Patrol
21,FREDERICK RD / E GUDE DR,No,No,No,No,No,No,No,MD,02 - Automobile,DODGE,JOURNEY,SILVER,Citation,Transportation Article,Yes,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
0,MUNCASTER MILL RD / REDLAND RD,No,No,Yes,No,No,No,No,MD,02 - Automobile,BMW,335I,BLACK,Citation,Transportation Article,Yes,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
18,GREAT SENECA HWY@CLOPPERS MILL RD,No,Yes,No,No,No,No,No,MD,02 - Automobile,TOYOTA,HIGHLANDER,BLACK,Citation,Transportation Article,Yes,WHITE,M,ADAMSTOWN,MD,MD,A - Marked Patrol
19,"10440 ROCKVILLE PIKE, BETHESDA, MD",No,Yes,No,No,No,No,No,MD,02 - Automobile,SCION,TC,BLACK,Citation,Transportation Article,Yes,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol
3,11470 CHERRY HILL ROAD (CORNER POCKET),No,No,Yes,No,No,No,No,DC,02 - Automobile,BUICK,PARKAVENUE,BLUE,Citation,Transportation Article,Yes,BLACK,M,BOWIE,MD,MD,A - Marked Patrol
23,SB 29 RAMP / FAIRLAND RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYTA,COROLLA,BLACK,Citation,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
14,N/B ROCKVILLE PIKE @ OLD GEORGETOWN RD,No,No,No,No,No,No,No,VA,02 - Automobile,JEEP,SUV,BLACK,Citation,Transportation Article,Yes,WHITE,M,THURMONT,MD,MD,A - Marked Patrol
7,SB 355/ GAME PRESERVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,4S,BLACK,ESERO,,Yes,OTHER,F,BOYDS,MD,MD,A - Marked Patrol
11,CONNECTICUT AVE AT SHEPHERD ST,Yes,No,Yes,No,No,No,No,MD,02 - Automobile,OLDS MOBILE,4D,SILVER,Citation,Transportation Article,Yes,WHITE,M,NOTTINGHAM,MD,MD,A - Marked Patrol
22,DEMOCRACY BLVD/ FERNWOOD,No,Yes,No,No,No,No,No,MD,02 - Automobile,BMW,328I,GRAY,Citation,Transportation Article,Yes,BLACK,M,ADELPHI,MD,MD,A - Marked Patrol
18,"10700 ROCKVILLE PIKE, ROCKVILLE, MD",No,Yes,No,No,No,No,No,MD,02 - Automobile,NISSAN,ALTIMA,BLACK,Citation,Transportation Article,Yes,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol
23,WISCONSIN AVENUE @ MONTGOMERY AVENUE,No,No,Yes,No,No,No,No,DE,02 - Automobile,MADZA,6,RED,Citation,Transportation Article,Yes,WHITE,M,BETHESDA,MD,DE,A - Marked Patrol
18,8600 BLOCK 16TH ST,Yes,Yes,No,No,No,No,No,MD,02 - Automobile,MAZDA,3,WHITE,Citation,Transportation Article,Yes,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol
23,2801 MCCOMAS AVE,No,No,No,No,No,No,No,MD,02 - Automobile,JEEP,WRANGLER,TAN,Citation,Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
21,LAYHILL RD @ PARK VISTA DR,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,PRIUS,GREEN,Citation,Transportation Article,Yes,OTHER,M,GAITHERSBURG,MD,MD,A - Marked Patrol
15,SEVEN LOCKS RD/SEVEN LOCKS CT,Yes,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,CRV,GREEN,Citation,Transportation Article,Yes,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol
17,5353 WESTBARD AVE,Yes,No,Yes,No,No,No,Yes,MD,02 - Automobile,TOYOTA,CAMRY,WHITE,Citation,Transportation Article,Yes,OTHER,M,TAKOMA PARK,MD,MD,A - Marked Patrol
16,11441 AMHERST AVE,Yes,No,Yes,No,No,No,No,MD,03 - Station Wagon,HOND,TK,SILVER,Citation,Transportation Article,Yes,NATIVE AMERICAN,M,SILVER SPRING,MD,MD,A - Marked Patrol
19,MD 28 / WYE OAK DR,Yes,Yes,No,No,No,No,No,MD,02 - Automobile,TOYOTA,CAMRY,BLACK,Citation,Transportation Article,Yes,ASIAN,F,GAITHERSBURG,MD,MD,A - Marked Patrol
7,1553O NEW HAMPSHIRE AVE,No,No,No,No,No,No,No,MD,02 - Automobile,MAZDA,TK,BLACK,Citation,Transportation Article,Yes,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol
15,988 ELLSWORTH DR/ 8526 GEORGIA AVE,No,Yes,No,No,No,No,No,MD,02 - Automobile,BMW,328I,WHITE,Citation,Transportation Article,Yes,WHITE,M,COLUMBIA,MD,MD,A - Marked Patrol
19,SHADY GROVE RD. AT RT. 355,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,ECONOLINE 350,WHITE,Citation,Transportation Article,Yes,OTHER,M,GAITHERSBURG,MD,MD,M - Marked (Off-Duty)
16,EB SPENCERVILLE RD/BATSON ROAD,No,No,No,No,No,No,No,MD,28 - Other,HOND,ODYSSEY,GRAY,Citation,Transportation Article,Yes,HISPANIC,M,BURTONSVILLE,MD,MD,A - Marked Patrol
11,HENDERSON CORNER@ SENECA CROSSING DR,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,CAMRY,BLACK,Warning,Transportation Article,Yes,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol
9,FRONT OF 13302 TAMARACK RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,CORROLA,BLUE,Citation,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
9,DEMOCRACY AND SORREL,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,JEEP,SU,BEIGE,Citation,Transportation Article,Yes,OTHER,M,POTOMAC,MD,MD,A - Marked Patrol
7,NORBECK RD AND FIRESTONE DR,No,No,Yes,No,No,No,No,MD,02 - Automobile,NISSAN,MAXIMA,MAROON,Citation,Transportation Article,Yes,BLACK,M,COLLEGE PARK,MD,MD,A - Marked Patrol
9,GEORGIA  AVE @ NORBECK RD,Yes,Yes,No,No,No,No,No,VA,02 - Automobile,FORD,E250,WHITE,Warning,Transportation Article,Yes,HISPANIC,M,ALEXANDRIA,VA,VA,A - Marked Patrol
20,18708 BLOOMFIELD RD,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,TRAIL BLAZER,RED,Citation,Transportation Article,Yes,WHITE,M,OLNEY,MD,MD,A - Marked Patrol
17,MD 355 / E MIDDLE LN,No,No,Yes,No,No,No,No,MD,02 - Automobile,TOYTA,CAMRY,SILVER,Citation,Transportation Article,Yes,OTHER,M,ROCKVILLE,MD,MD,A - Marked Patrol
5,NEW HAMPSHIRE AVENUE AT OAKLEAF DR,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,SIENNA,GRAY,Citation,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
12,DARNESTOWN RD AND 107,No,No,No,No,No,No,No,MD,03 - Station Wagon,SUBA,STW,"BLUE, LIGHT",Citation,Transportation Article,Yes,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol
14,RT 29 SB / STEWART LN,No,Yes,No,No,No,No,No,WV,02 - Automobile,TOYOTA,4S,BLUE,Citation,Transportation Article,Yes,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol
14,NB 270 / MUDDY BRANCH RD,No,No,No,No,No,No,No,PA,08 - Recreational Vehicle,PORS,CAYENE,BLACK,Citation,Transportation Article,Yes,WHITE,M,NEW HOPE,PA,PA,A - Marked Patrol
11,VEIRS MILL RD @ RANDOLPH RD,No,Yes,No,No,No,No,No,MD,02 - Automobile,ACURA,CL,SILVER,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
11,NORBECK ROAD AT WESTBURY ROAD,No,No,No,Yes,No,No,No,MD,02 - Automobile,BMW,535I,GRAY,Citation,Transportation Article,Yes,WHITE,M,ROCKVILLE,MD,MD,B - Unmarked Patrol
1,3413 EMDEN STREET,No,No,Yes,No,No,No,No,MD,02 - Automobile,NISSAN,ALTIMA,WHITE,Citation,Transportation Article,Yes,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol
21,RT 270 & FATHER HURLEY BLVD.,No,No,No,No,No,No,No,MD,02 - Automobile,NISS,TK,BLACK,Warning,Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,MD,B - Unmarked Patrol
22,11010 VEIRS MILL RD,No,No,No,No,Yes,No,No,MD,02 - Automobile,DODGE,TRUCK,"GREEN, LGT",Citation,Transportation Article,Yes,HISPANIC,M,HYATTSVILLE,MD,SK,A - Marked Patrol
21,BONIFANT RD & NOTLEY RD,No,No,No,No,No,No,No,DC,03 - Station Wagon,HONDA,ACCORD,SILVER,Citation,Transportation Article,Yes,HISPANIC,M,WASHINGTON,DC,DC,A - Marked Patrol
21,18327 LOST KNIFE CIRCLE,No,No,No,No,No,No,No,MD,02 - Automobile,DODGE,TRUCK,RED,Citation,Transportation Article,Yes,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol
6,MUDDY BRANCH RD @ W DEER PARK RD,No,No,No,No,No,No,No,MD,02 - Automobile,GEO,4D,BLACK,Citation,Transportation Article,Yes,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol
2,PARKLAND DR @ VEIRS MILL RD,No,No,No,No,Yes,No,No,MD,28 - Other,SHANGHAI,YY50QT-6,BLUE,Citation,Transportation Article,Yes,HISPANIC,M,ROCKVILLE,MD,XX,A - Marked Patrol
6,SB PERRY PKWY/ E DIAMOND,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,4S,BLUE,ESERO,,Yes,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol
10,SB FREDERICK RD AT KING FARM BLVD,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,CHEVROLET,TK,TAN,Citation,Transportation Article,Yes,WHITE,M,FREDERICK,MD,MD,A - Marked Patrol
13,REEDIE DR AND GRANDVIEW AVE,No,No,No,No,No,No,No,VA,02 - Automobile,VOLK,JETTA,"BLUE, DARK",Citation,Transportation Article,Yes,OTHER,M,ARLINGTON,VA,VA,A - Marked Patrol
11,W MONTGOMERY AVE AT SHADY GROVE RD,No,No,No,No,No,No,No,NJ,02 - Automobile,KIA,SOUL,WHITE,Citation,Transportation Article,Yes,BLACK,F,WASHINGTON,DC,DC,L - Motorcycle
15,MUNCASTER MILL RD/ GRIST MILL DR,Yes,No,Yes,No,No,No,No,MD,28 - Other,FORD,EXPLORER,GRAY,Citation,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
17,BLUHILL/CLAY ST,No,No,Yes,No,No,No,No,MD,02 - Automobile,BMW,4DOOR,BLUE,Citation,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
23,4709 STRATHMORE AVE,No,Yes,No,No,No,No,No,MD,02 - Automobile,SUBARU,OUTBACK,BROWN,Citation,Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
17,GEORGIA AVE / MORNINGWOOD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,CAMRY,GOLD,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
10,FATHER HURLEY BLVD @ CRYSTAL ROCK DR,No,Yes,No,No,No,No,No,MD,02 - Automobile,DODGE,CHARGER,GRAY,Citation,Transportation Article,Yes,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
16,RANDOLPH RD & KEMP MILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,NISS,MAXIMA,GOLD,Citation,Transportation Article,Yes,WHITE,M,HYATTSVILLE,MD,MD,A - Marked Patrol
20,14202 GRAND PRE RD,No,No,Yes,No,No,No,No,MD,02 - Automobile,FORD,MUSTANG,SILVER,Citation,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
14,MIDDLEBROOK ROAD @ RT. 355,No,Yes,No,No,No,No,No,MD,02 - Automobile,TOYT,2D-SOLARA,"GREEN, DK",Warning,Transportation Article,Yes,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol
9,REDLAND RD @ SOMERVILLE DR,Yes,No,Yes,No,No,No,No,MD,02 - Automobile,TOYT,TK,SILVER,Citation,Transportation Article,Yes,OTHER,F,DERWOOD,MD,MD,A - Marked Patrol
13,WATKINS MILL AND WAYFARER RD,No,No,Yes,No,No,No,No,MD,03 - Station Wagon,NISS,ALTIMA,BLACK,Warning,Transportation Article,Yes,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol
1,PINEY BRANCH RD / BARRON ST,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,VAN,BEIGE,Citation,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
16,UNIVERSITY BLVD WEST/GRANDVIEW AVE,No,No,No,No,No,No,No,MD,02 - Automobile,GMC,VN,"GREEN, LGT",Citation,Transportation Article,Yes,HISPANIC,M,KENSINGTON,MD,MD,A - Marked Patrol
0,NEW HAMPSHIRE AVE/ NORTHAMPTON DR,No,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Citation,Transportation Article,Yes,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
12,COLESVILLE ROAD AT WAYNE AVENUE,No,Yes,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,TAN,Citation,Transportation Article,Yes,BLACK,F,ADELPHI,MD,MD,A - Marked Patrol
4,EAST WAYNE AVE / MANCHESTER PL,Yes,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,WHITE,Citation,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol
18,GEORGIA AVE./  BONIFANT ST.,No,No,Yes,No,No,No,No,DC,02 - Automobile,FORD,TARUS,GRAY,Citation,Transportation Article,Yes,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol
3,NORBECK AT BEL PRE,No,No,Yes,No,No,No,No,MD,02 - Automobile,DODGE,DART,BLACK,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
12,SUNSET DR @ VALLEY DR,Yes,No,Yes,No,No,No,No,MD,02 - Automobile,TOYT,SU,BLACK,Citation,Transportation Article,Yes,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol
15,988 ELLSWORTH DR/ 8526 GEORGIA AVE,No,Yes,No,No,No,No,No,MD,02 - Automobile,BMW,328I,WHITE,Citation,Transportation Article,Yes,WHITE,M,COLUMBIA,MD,MD,A - Marked Patrol
21,EAST WEST HIGHWAY/ GRUBB RD,No,Yes,No,No,No,No,No,DC,02 - Automobile,AUDI,S4,SILVER,Citation,Transportation Article,Yes,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol
